work_year,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,salary
2021,2,2,29,50,28,0,116914
2023,2,2,75,0,70,1,175000
2022,3,2,26,0,25,1,50432
2023,3,2,75,100,70,1,198200
2020,1,2,75,100,70,0,325000
2022,3,2,75,0,70,1,300000
2023,3,2,26,0,25,1,48289
2023,3,2,75,0,70,1,210000
2022,3,2,75,100,70,1,180000
2023,0,2,75,0,70,1,85000
2022,3,2,75,100,70,1,155000
2022,3,2,75,0,70,1,179500
2021,3,2,75,100,70,1,200000
2023,0,2,75,0,70,1,65000
2023,3,2,75,0,70,1,150000
2022,2,2,29,0,28,1,104663
2022,3,2,75,0,70,1,185900
2023,2,2,75,100,70,1,75000
2022,3,2,75,0,70,1,99000
2023,3,2,75,100,70,1,93919
2022,3,2,75,100,70,0,125000
2023,3,2,75,0,70,1,139500
2022,3,2,75,0,70,1,136000
2021,2,2,39,100,38,2,16904
2022,3,2,75,100,70,1,138750
2022,0,2,52,0,49,2,6304
2023,2,2,75,0,70,1,130000
2022,1,2,75,100,70,1,187200
2022,3,2,75,0,70,1,112900
2022,3,2,75,100,70,1,140000
2022,3,2,75,100,70,1,208775
2023,3,2,75,100,70,1,122000
2023,3,2,75,100,70,1,250000
2023,2,2,75,100,70,1,160000
2022,0,2,39,50,38,1,22892
2022,3,2,75,0,70,1,145000
2022,2,2,29,50,28,0,128058
2022,3,2,75,100,70,1,195000
2022,0,2,75,100,70,1,100000
2023,3,2,29,100,28,1,138000
2022,3,2,75,100,70,1,140000
2022,1,2,75,0,70,1,175100
2023,2,2,75,0,70,1,160000
2023,1,2,75,0,70,1,155000
2023,3,2,75,100,70,1,104000
2023,1,2,75,0,70,1,196200
2023,2,2,75,100,70,1,150000
2023,0,2,75,0,70,1,90000
2022,0,2,13,100,14,2,56536
2023,3,2,75,100,70,1,237000
2022,3,2,75,100,70,1,210000
2023,3,2,75,100,70,1,185000
2022,3,2,75,100,70,1,175000
2022,2,2,75,100,70,1,144200
2020,2,2,75,100,70,0,85000
2023,3,2,75,0,70,1,185000
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,1,99360
2022,2,2,75,0,70,1,120000
2023,2,2,75,0,70,1,185700
2022,2,2,54,100,51,0,30000
2023,0,2,39,100,70,1,50000
2023,3,2,75,100,70,1,130000
2022,3,2,26,0,25,1,47280
2023,3,2,75,0,70,1,195000
2023,3,2,75,0,70,1,265000
2023,2,2,29,0,28,1,72914
2023,3,2,75,0,70,1,170000
2020,0,0,75,100,70,0,100000
2021,0,2,40,50,39,2,100000
2022,3,2,75,100,70,1,110000
2022,3,2,75,100,70,1,140000
2023,0,2,75,0,70,1,135000
2022,3,2,70,100,66,2,12608
2022,3,2,75,100,70,1,130000
2022,2,2,26,100,25,1,63040
2023,3,2,75,100,70,1,110000
2023,2,2,28,50,27,1,64385
2022,3,2,75,0,70,0,230000
2023,3,2,75,100,70,1,75000
2023,2,2,75,100,70,1,124000
2022,3,2,75,100,70,1,196000
2023,3,2,75,0,70,1,140000
2023,0,2,75,100,70,1,71907
2022,2,2,75,100,70,1,60000
2022,3,2,75,0,70,0,100000
2023,0,2,75,0,70,1,160000
2023,2,2,75,0,70,1,85000
2023,3,2,75,0,70,1,168400
2022,3,2,75,100,70,0,180000
2021,1,2,20,50,20,1,130026
2021,2,2,75,100,70,0,170000
2022,3,2,75,100,70,1,105000
2022,2,2,31,100,30,1,42026
2023,3,2,75,100,70,1,142000
2022,0,2,75,100,70,0,80000
2023,3,2,75,0,70,1,113000
2022,2,2,75,0,70,1,90000
2023,3,2,75,100,70,1,238000
2021,2,2,11,100,12,0,187442
2023,3,2,75,0,70,1,200000
2023,3,2,75,0,70,1,180000
2023,3,2,75,100,70,1,183500
2022,3,2,75,0,70,1,130000
2022,3,2,75,0,70,1,159699
2022,3,2,75,0,70,1,180000
2022,2,2,75,0,70,1,150000
2022,3,2,75,0,70,1,180000
2023,3,2,75,0,70,1,252000
2022,2,2,75,0,70,1,141300
2022,0,2,75,100,70,0,150000
2023,3,2,75,0,70,1,200000
2023,3,2,75,100,70,1,64000
2022,3,2,75,0,70,1,213000
2023,1,2,75,100,70,1,239000
2022,0,2,75,100,70,0,86000
2023,2,2,75,100,70,1,100000
2022,3,2,75,100,70,1,90320
2022,3,2,75,0,70,1,145300
2021,1,2,75,100,70,0,235000
2023,3,2,75,0,70,1,142200
2023,3,2,75,100,70,1,202000
2023,2,2,75,100,70,1,100000
2022,3,2,75,0,70,1,148800
2022,0,3,23,50,22,1,100000
2022,3,2,75,0,70,0,115000
2022,0,2,75,0,70,1,73000
2023,2,2,29,0,28,1,51039
2023,3,2,75,100,70,1,200000
2023,2,2,75,0,70,1,100000
2023,3,2,75,0,70,1,170000
2023,2,2,75,100,70,1,116990
2023,3,2,75,100,70,1,170000
2023,2,2,37,0,36,1,96578
2023,3,2,75,0,70,1,126500
2023,3,2,75,100,70,1,186000
2022,3,2,28,50,27,0,57786
2023,3,2,75,0,70,1,115000
2023,3,2,75,0,70,1,239748
2022,2,2,29,100,28,1,73880
2023,3,2,75,100,70,1,115000
2023,3,2,75,0,70,1,129300
2022,3,2,75,100,70,1,164000
2023,3,2,75,100,70,1,146000
2022,2,2,75,100,70,1,100000
2021,0,2,75,50,70,2,55000
2023,3,2,75,0,70,1,120000
2023,2,2,75,0,70,1,150000
2022,2,2,61,100,58,0,33609
2022,3,2,75,100,70,1,104000
2023,3,2,75,0,70,1,163800
2022,2,2,39,100,38,0,14307
2023,3,2,75,0,70,1,175000
2023,3,2,75,0,70,1,179820
2023,3,2,75,0,70,1,225000
2022,3,2,75,100,70,1,210000
2022,3,2,75,100,70,1,150000
2020,2,2,75,100,70,0,87000
2023,3,2,75,100,70,1,186300
2023,3,2,75,0,70,1,240000
2023,3,2,75,100,70,1,152900
2022,0,2,17,50,70,1,20000
2022,3,2,75,0,70,1,144100
2022,2,2,57,50,54,0,73546
2022,1,2,75,100,70,2,200000
2023,3,2,75,100,70,1,212750
2022,2,2,66,100,70,2,48000
2023,3,2,75,0,70,1,185900
2023,2,2,29,0,28,1,97218
2023,3,2,75,0,70,1,252000
2023,3,2,75,0,70,1,180000
2023,2,2,75,0,70,1,183310
2023,3,2,11,100,12,1,120000
2022,2,2,75,0,70,1,193900
2023,2,2,71,50,67,0,24740
2022,2,2,73,50,68,1,25000
2022,3,2,75,0,70,1,100000
2022,3,2,75,100,70,0,177600
2020,0,2,39,0,38,2,6072
2022,3,2,75,100,70,1,182000
2022,0,2,75,50,70,0,115000
2023,3,2,75,100,70,1,202000
2023,2,2,54,100,51,1,72000
2023,3,2,75,0,70,1,130000
2023,3,2,75,0,70,1,175000
2022,3,2,75,0,70,1,110000
2022,3,2,75,0,70,1,110600
2022,3,2,75,0,70,1,130000
2022,2,2,75,0,70,1,120000
2023,2,2,75,0,70,1,60000
2022,2,2,75,0,70,1,90000
2023,0,2,20,50,20,1,42923
2023,3,2,75,100,70,1,275300
2023,3,2,75,0,70,1,121700
2022,3,2,75,100,70,1,161500
2022,3,2,75,100,70,1,130000
2022,3,2,75,0,70,1,155000
2023,3,2,75,0,70,1,85000
2023,3,2,75,100,70,1,81500
2023,0,2,10,100,10,0,19522
2022,3,2,75,100,70,1,210000
2022,3,2,75,0,70,1,75000
2022,0,3,75,100,70,2,34320
2022,3,2,75,100,70,0,178800
2023,3,2,75,100,70,1,105000
2022,2,2,10,100,10,1,78000
2022,2,2,29,0,28,1,104663
2023,2,2,75,100,70,1,150000
2023,2,2,75,0,70,1,112000
2023,2,2,75,0,70,1,162500
2022,3,2,75,0,70,1,90000
2021,2,2,61,100,58,0,28476
2022,3,2,75,100,70,1,165000
2023,2,2,75,0,70,1,106500
2022,3,2,75,0,70,1,180000
2023,3,2,75,100,70,1,275300
2022,2,2,75,0,70,1,150000
2022,3,2,75,100,70,1,190000
2023,2,2,75,0,70,1,143865
2022,3,2,27,50,26,2,63040
2022,0,3,26,100,70,0,25216
2020,0,2,28,0,27,1,39916
2022,3,2,75,100,70,0,92000
2022,3,2,75,100,70,1,90320
2023,3,2,75,0,70,1,191765
2022,3,2,75,0,70,1,164000
2023,3,2,75,0,70,1,172200
2023,3,2,75,0,70,1,112000
2022,3,2,75,0,70,0,104300
2023,2,2,75,100,70,1,70000
2022,3,2,75,100,70,1,99450
2023,3,2,75,100,70,1,140000
2022,3,2,75,100,70,1,141525
2023,3,2,11,0,12,1,258000
2022,3,2,75,100,70,1,148000
2021,2,2,73,0,68,1,12103
2023,0,2,20,100,20,0,26827
2023,3,2,75,0,70,1,135000
2021,2,2,64,0,70,0,26005
2023,3,2,75,0,70,1,272550
2022,2,2,39,100,38,0,13989
2022,3,2,75,0,70,1,165000
2023,3,2,75,0,70,1,252000
2021,0,2,48,100,45,0,59102
2022,3,2,75,100,70,1,201000
2022,0,2,10,100,10,0,6270
2023,3,2,54,100,51,1,90000
2021,2,2,51,0,48,2,18000
2023,2,2,75,0,70,1,300000
2023,3,2,75,0,70,1,180000
2023,3,2,75,0,70,1,129300
2023,2,2,75,0,70,1,145000
2022,3,2,75,100,70,1,100000
2023,2,2,75,100,70,1,52500
2023,3,2,75,100,70,1,190000
2023,3,2,75,0,70,1,136000
2022,3,2,75,0,70,1,185900
2022,0,2,60,0,57,1,20000
2023,3,2,75,0,70,1,140000
2021,2,2,75,100,70,1,150000
2021,2,2,29,50,28,0,72212
2022,3,2,75,100,70,1,236600
2022,0,2,75,100,70,1,168000
2022,0,2,75,100,70,1,180000
2022,0,2,20,50,20,0,66192
2023,3,2,75,0,70,1,167580
2022,2,2,29,0,28,1,49253
2023,3,2,75,0,70,1,90700
2020,0,2,39,100,38,0,13493
2020,2,2,26,100,25,1,38776
2023,3,2,75,0,70,1,143860
2023,1,2,75,0,70,1,115500
2022,3,2,75,100,70,1,210000
2022,1,2,75,0,70,1,260500
2021,2,2,26,100,25,2,47282
2023,3,2,75,100,70,1,205600
2023,3,2,75,0,70,1,186000
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,1,300000
2023,1,2,75,0,70,1,167500
2022,3,2,75,100,70,1,115934
2023,3,2,75,0,70,1,115000
2022,2,2,75,0,70,1,150000
2022,2,2,29,0,28,1,61566
2023,3,2,75,0,70,1,141600
2022,3,2,75,0,70,1,100000
2021,3,2,75,0,70,1,165000
2022,3,2,63,0,60,1,63040
2022,3,2,75,100,70,1,192500
2023,3,2,75,0,70,1,129300
2022,3,2,75,100,70,1,135000
2023,3,2,75,100,70,1,86466
2023,2,2,75,0,70,1,146000
2023,2,2,75,0,70,1,155000
2021,3,2,10,0,10,1,18907
2022,3,2,75,100,70,1,190000
2021,0,2,39,50,38,1,21637
2023,3,2,75,0,70,1,190000
2021,2,2,44,50,42,2,63711
2023,3,2,75,100,70,1,160000
2023,3,2,75,0,70,1,139500
2023,0,2,75,0,70,1,160000
2022,3,2,75,100,70,1,126500
2022,0,2,75,50,70,0,48000
2021,2,2,75,50,70,0,147000
2023,3,2,75,100,70,1,170000
2021,2,2,75,100,70,0,200000
2022,3,2,75,100,70,1,141525
2023,3,2,49,0,46,1,77262
2023,3,2,75,0,70,1,115000
2023,2,2,29,0,28,0,72914
2023,3,2,75,0,70,1,250000
2022,2,2,75,0,70,2,58000
2022,3,2,75,100,70,1,142800
2021,0,2,39,100,38,0,16228
2023,2,2,29,0,28,1,48609
2022,2,2,61,100,58,2,44365
2022,3,2,75,0,70,1,152000
2022,3,2,75,100,70,1,246000
2022,3,2,26,0,25,1,42026
2023,3,2,75,100,70,1,185000
2021,2,2,29,50,12,0,54238
2022,3,2,75,0,70,1,145000
2022,1,2,11,100,12,2,115222
2022,3,2,75,100,70,1,112900
2023,3,2,75,0,70,1,105500
2023,3,2,75,0,70,1,165000
2023,3,2,18,50,23,0,63312
2022,2,2,75,100,70,0,155000
2023,3,2,75,0,70,1,180000
2023,2,2,29,0,28,1,72914
2023,2,2,75,0,70,1,145000
2023,3,2,75,100,70,1,170000
2022,3,2,75,100,70,1,93700
2022,3,2,75,0,70,1,130000
2022,3,2,26,0,25,1,68293
2023,3,2,75,0,70,1,135000
2023,1,2,75,100,70,1,239000
2022,3,2,75,0,70,1,130000
2022,3,2,75,100,70,1,250000
2023,3,2,75,100,70,1,84000
2022,3,2,75,0,70,1,115934
2021,0,2,75,100,70,0,80000
2022,3,2,75,100,70,1,115934
2022,0,2,4,50,5,1,50000
2021,0,2,75,100,70,0,225000
2022,3,2,75,100,70,1,109280
2023,3,2,75,0,70,1,114500
2022,3,2,75,0,70,1,102000
2023,2,2,29,0,28,1,60761
2022,3,2,75,0,70,1,250000
2022,3,2,75,100,70,1,135000
2023,3,2,75,0,70,1,95000
2021,3,2,75,0,70,0,135000
2023,3,2,75,0,70,1,139500
2022,3,2,75,100,70,1,100000
2021,0,2,75,100,70,1,80000
2023,3,2,75,0,70,1,115440
2023,3,2,75,0,70,1,200000
2023,3,2,75,0,70,1,172100
2022,0,2,11,0,12,1,52000
2023,3,2,75,0,70,1,145000
2022,2,2,75,0,70,1,95000
2022,3,2,75,0,70,1,149850
2022,3,2,75,0,70,1,260000
2023,3,2,75,100,70,1,166000
2023,3,2,75,0,70,1,126000
2021,2,2,75,0,70,0,73000
2022,3,2,75,100,70,1,150000
2022,3,2,75,100,70,1,153600
2021,2,2,75,100,70,0,110000
2022,3,2,75,0,70,1,95000
2022,2,2,75,100,70,1,158000
2023,3,2,75,0,70,1,317070
2022,2,2,75,100,70,1,150000
2023,3,2,75,100,70,1,130000
2022,3,2,75,100,70,1,66000
2022,2,2,29,0,28,1,43096
2023,3,2,75,100,70,1,212200
2023,2,2,75,0,70,1,100000
2022,3,2,75,100,70,1,150000
2023,3,2,75,0,70,1,138900
2022,0,2,29,100,28,1,61566
2021,0,2,75,100,70,2,90000
2022,3,2,75,0,70,1,195700
2022,2,2,29,100,28,1,67723
2023,3,2,75,100,70,0,170000
2023,3,2,75,0,70,1,291500
2022,1,2,11,50,12,0,192037
2022,3,2,75,0,70,1,150000
2022,3,2,75,100,70,1,140000
2023,0,2,75,100,70,1,85000
2023,2,2,75,0,70,1,80000
2022,0,2,29,100,28,1,49253
2023,3,2,75,0,70,1,134024
2022,3,2,28,100,27,1,115573
2022,3,2,75,100,70,1,80000
2022,3,2,75,100,70,1,192000
2022,3,2,75,0,70,1,141300
2023,2,2,75,0,70,1,200000
2022,3,2,75,100,70,1,70000
2022,3,2,75,100,70,1,193750
2023,3,2,75,0,70,1,162000
2023,2,2,26,0,25,1,48289
2023,3,2,75,100,70,1,90000
2023,3,2,75,100,70,1,188800
2022,2,2,75,0,70,1,106260
2023,3,2,28,50,27,2,53654
2023,3,2,75,0,70,1,146300
2022,3,2,75,0,70,1,172200
2023,3,2,75,0,70,1,240000
2023,3,2,75,0,70,1,85000
2023,3,2,75,0,70,0,72000
2020,2,2,39,0,38,0,40481
2023,3,2,75,0,70,1,165750
2020,3,2,75,100,70,2,190000
2023,1,2,75,100,70,1,310000
2023,2,2,75,0,70,1,105000
2021,3,2,75,0,70,0,220000
2022,3,2,75,0,70,1,225000
2021,3,2,75,100,70,1,120000
2023,3,2,75,0,70,1,198200
2023,3,2,75,0,70,1,153600
2023,3,2,75,0,70,1,122000
2022,0,2,75,0,70,1,160000
2023,3,2,75,100,70,1,149040
2023,2,0,75,100,70,2,30000
2022,3,2,11,0,12,1,178000
2023,3,2,75,0,70,1,160000
2021,2,2,20,50,5,1,61467
2022,3,2,75,100,70,1,126000
2023,3,2,75,0,70,1,150000
2022,3,2,75,100,70,1,165400
2022,0,2,60,100,20,1,55475
2021,2,2,19,50,19,0,69999
2023,2,2,75,100,70,1,95000
2021,2,2,35,50,70,0,36259
2022,3,2,75,0,70,1,52500
2023,3,2,75,100,70,1,84000
2022,3,2,75,100,70,1,210000
2023,2,2,75,0,70,1,126277
2022,3,2,75,100,70,1,243900
2021,0,2,75,50,70,0,58000
2023,3,2,75,100,70,1,234100
2022,3,2,57,100,54,0,59888
2022,3,2,75,100,70,1,144000
2023,3,2,75,0,70,1,275000
2023,2,2,75,0,70,1,160000
2023,0,2,77,0,71,0,12000
2021,0,3,60,100,70,1,12000
2023,3,2,75,100,70,1,86000
2023,3,2,75,0,70,1,106020
2023,3,2,75,0,70,1,152000
2023,3,2,75,100,70,1,90000
2023,2,2,75,0,70,1,140000
2022,0,2,75,100,70,2,65000
2023,3,2,75,0,70,1,225900
2023,3,2,75,100,70,1,187500
2022,2,2,10,100,10,1,9289
2022,3,2,75,100,70,1,141525
2022,3,2,56,100,53,2,200000
2023,3,2,75,0,70,1,149076
2023,3,2,75,100,70,1,165000
2023,3,2,75,0,70,1,199000
2022,2,2,75,100,70,1,167000
2022,3,2,26,0,25,1,68293
2022,3,2,75,100,70,1,165400
2023,3,2,75,0,70,1,141290
2020,3,2,11,50,12,0,117104
2022,3,2,26,0,25,1,36773
2023,3,2,75,0,70,1,130000
2023,3,2,75,100,70,1,180000
2023,3,2,75,0,70,1,204500
2020,2,2,75,100,70,0,135000
2020,2,2,60,50,57,0,8000
2023,3,2,75,0,70,1,225000
2023,3,2,75,0,70,1,82365
2023,2,2,75,0,70,1,155000
2022,3,2,75,100,70,1,180000
2021,0,2,39,100,38,1,12171
2023,3,2,75,0,70,1,145000
2022,3,2,75,100,70,1,155000
2022,3,2,75,100,70,1,175000
2022,3,2,75,0,70,1,85700
2023,0,2,75,0,70,1,160000
2022,2,2,29,0,28,1,92350
2022,3,2,75,100,70,0,209100
2023,3,2,75,0,70,1,310000
2023,3,2,75,0,70,1,169000
2022,3,2,75,50,70,2,165000
2023,3,2,75,0,70,1,106800
2023,2,2,75,0,70,1,90000
2022,2,2,29,0,28,1,73880
2023,3,2,75,100,70,1,198200
2022,3,2,75,100,70,1,190000
2021,3,2,75,100,70,0,200000
2021,2,2,75,100,70,1,90000
2022,3,2,75,0,70,1,175000
2022,3,2,57,0,54,0,133000
2022,3,2,75,0,70,1,120000
2023,0,2,75,0,70,1,163196
2023,2,2,75,0,70,1,140000
2023,2,2,75,0,70,1,151000
2022,1,2,75,100,70,1,175000
2022,3,2,75,100,70,0,195400
2023,3,2,75,0,70,1,110000
2022,3,2,28,50,27,0,84053
2021,3,2,59,100,56,2,50000
2022,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,124740
2023,2,2,75,0,70,1,130000
2023,0,2,75,100,70,1,60000
2022,3,2,75,100,70,1,101570
2023,3,2,75,0,70,1,139500
2023,2,2,75,0,70,1,125000
2022,2,2,75,100,70,1,100000
2021,2,2,75,100,70,0,80000
2022,3,2,11,100,12,1,61300
2023,3,2,75,0,70,1,139500
2022,2,2,75,100,70,1,108000
2023,2,2,1,0,2,2,50000
2022,3,2,75,100,70,1,180000
2023,3,2,75,100,70,1,160000
2023,2,2,75,100,70,1,95000
2022,3,2,75,0,70,1,130500
2022,2,2,29,0,28,1,92350
2022,3,2,75,100,70,1,210000
2022,3,2,75,0,70,1,70000
2023,2,2,11,100,12,1,100000
2023,3,2,75,0,70,1,250000
2022,3,2,75,0,70,1,245000
2023,3,2,75,0,70,1,175000
2020,0,2,39,100,38,0,13493
2022,3,2,75,100,70,1,93700
2022,2,2,75,100,70,1,134000
2023,3,2,11,100,12,1,260000
2022,3,2,11,100,12,1,248400
2023,3,2,75,100,70,1,200000
2022,3,2,75,0,70,1,100000
2022,3,2,75,0,70,1,185400
2022,3,2,75,0,70,1,130000
2022,2,2,29,100,28,1,131752
2022,3,2,63,0,60,1,36773
2021,0,2,20,100,20,2,76833
2023,2,2,29,100,28,1,75344
2023,3,2,75,0,70,1,202353
2022,3,2,75,0,70,1,185900
2023,3,2,75,100,70,1,145000
2023,2,2,75,100,70,1,175000
2023,2,2,75,0,70,0,68000
2022,3,2,75,100,70,1,225000
2023,3,2,75,0,70,1,110000
2023,3,2,75,100,70,1,146000
2022,3,2,75,100,70,0,160000
2023,3,2,75,0,70,1,140000
2022,3,2,75,100,70,1,132000
2022,3,2,75,0,70,1,119000
2023,3,2,75,0,70,1,160000
2023,3,2,75,0,70,1,115000
2022,2,2,10,100,10,1,54000
2023,3,2,75,0,70,1,238000
2022,3,2,75,100,70,1,129400
2023,3,2,75,0,70,1,109400
2022,3,2,75,100,70,1,160000
2023,0,2,26,0,25,1,21461
2023,3,2,75,0,70,1,145000
2022,2,2,75,100,70,1,160000
2023,3,2,75,100,70,1,276000
2022,3,2,75,100,70,1,107000
2023,3,2,75,0,70,1,252000
2023,3,2,75,0,70,1,87980
2023,3,2,75,0,70,1,252000
2023,2,2,75,100,70,1,51962
2022,3,2,75,100,70,1,141525
2022,3,2,75,100,70,1,185000
2023,3,2,75,0,70,1,105200
2023,2,2,75,0,70,1,125000
2021,0,2,75,100,70,2,90000
2023,3,2,75,0,70,1,252000
2022,3,2,75,100,70,1,266400
2023,3,2,75,100,70,1,106800
2022,3,2,75,100,70,1,231250
2023,3,2,75,0,70,1,204500
2022,3,2,75,100,70,1,182750
2023,3,2,75,100,70,1,115000
2023,3,2,75,0,70,1,168400
2023,3,2,75,0,70,1,174500
2022,2,2,75,100,70,1,60000
2022,3,2,75,0,70,1,110600
2023,3,2,75,0,70,0,136000
2023,3,2,75,100,70,1,85000
2023,3,2,75,100,70,1,200000
2022,3,2,75,0,70,1,129300
2022,0,2,75,100,70,0,120000
2023,2,2,75,0,70,1,100000
2022,3,2,28,100,28,0,77119
2022,2,2,4,0,5,0,61989
2023,3,2,75,0,70,1,210000
2022,3,2,75,100,70,1,81666
2022,3,2,75,100,70,1,300000
2022,0,1,41,100,40,1,100000
2023,3,2,75,0,70,1,184590
2022,3,2,75,100,70,0,130000
2022,3,2,75,0,70,1,230400
2021,0,2,75,100,70,1,50000
2023,3,2,75,100,70,1,160000
2022,3,2,75,0,70,1,130500
2023,2,2,75,0,70,1,130000
2022,3,2,26,0,25,1,47280
2023,3,2,75,0,70,1,126000
2022,3,2,75,0,70,1,63000
2022,3,2,75,0,70,1,185900
2022,3,2,75,100,70,1,80000
2022,3,2,75,0,70,1,193900
2022,0,2,75,50,70,0,50000
2023,3,2,75,0,70,0,239000
2022,3,2,75,100,70,1,194000
2022,3,2,75,0,70,1,156400
2023,3,2,75,0,70,1,129000
2022,2,2,75,0,70,1,90000
2023,3,2,75,100,70,1,51962
2022,3,2,75,0,70,1,110600
2022,2,2,31,100,30,1,84053
2022,3,2,75,100,70,1,196000
2023,3,2,75,100,70,1,107900
2021,3,2,28,50,27,0,53192
2022,2,2,29,100,28,1,98506
2023,0,2,6,50,7,2,120000
2022,3,2,75,100,70,1,179400
2023,3,2,75,100,70,1,200000
2021,2,2,65,100,20,2,25532
2022,3,2,75,0,70,1,204500
2023,2,2,75,0,70,1,85000
2021,3,2,75,100,70,0,185000
2022,3,2,75,100,70,1,128000
2022,3,2,75,100,70,1,135000
2023,3,2,75,0,70,1,140000
2023,3,2,75,100,70,1,160000
2023,3,2,75,100,70,1,175000
2022,0,2,14,100,70,0,105000
2021,3,2,8,100,70,2,80000
2022,3,2,26,0,25,1,37824
2022,3,2,75,0,70,1,115000
2023,3,2,75,0,70,1,126000
2023,3,2,75,100,70,1,100000
2020,0,2,75,100,70,0,72000
2022,3,2,75,100,70,1,191475
2023,0,2,75,0,70,1,150000
2022,3,2,75,0,70,1,146000
2023,3,2,20,0,20,1,275000
2022,3,2,75,100,70,1,110925
2023,3,2,75,100,70,1,160000
2023,3,2,75,0,70,1,110600
2022,3,2,75,100,70,1,138750
2023,2,2,75,0,70,1,140000
2023,3,2,75,100,70,1,180000
2022,3,2,75,0,70,1,184100
2022,3,2,75,100,70,1,140000
2021,2,2,77,100,70,1,38400
2023,3,2,75,100,70,1,136000
2022,2,2,75,0,70,1,145000
2023,3,2,29,0,28,1,195652
2022,3,2,75,100,70,1,100000
2023,3,2,75,100,70,1,196000
2023,2,2,75,0,70,1,140000
2021,0,3,10,100,70,2,12000
2022,3,2,75,0,70,1,250000
2022,3,2,75,0,70,1,81666
2022,2,2,24,100,23,2,31520
2022,3,2,75,0,70,1,204500
2023,2,2,75,0,70,1,109000
2023,3,2,75,0,70,1,145000
2023,3,2,75,0,70,1,106800
2023,2,2,75,0,70,1,106500
2022,3,2,29,0,28,1,70186
2023,3,2,75,100,70,1,167200
2022,3,2,75,100,70,0,148700
2023,3,2,75,0,70,1,192000
2023,3,2,75,100,70,1,150000
2023,3,2,75,0,70,1,180180
2023,1,2,75,100,70,1,310000
2021,2,2,28,50,27,1,62649
2022,2,2,28,100,20,1,84053
