work_year,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,salary
2022,3,2,75,0,70,1,129300
2023,3,2,26,0,25,1,40777
2023,2,2,75,0,70,1,183310
2022,3,2,75,100,70,1,160395
2023,3,2,75,0,70,1,156400
2023,3,2,75,0,70,1,180000
2023,3,2,75,100,70,1,198000
2021,2,2,56,100,53,0,50000
2023,3,2,11,100,12,1,94000
2023,3,2,75,0,70,1,161800
2022,3,2,75,100,70,1,123000
2022,3,2,75,0,70,1,250000
2023,1,2,75,100,70,1,153000
2022,0,2,42,50,41,1,24165
2023,1,2,75,0,70,1,210000
2022,0,2,29,100,28,2,55410
2023,3,2,75,0,70,1,260000
2022,3,2,11,100,12,1,183600
2022,3,2,75,0,70,1,129300
2022,3,2,75,100,70,1,104000
2022,3,2,75,0,70,1,129300
2023,1,2,75,0,70,1,175000
2023,3,2,75,100,70,1,318300
2020,2,2,75,100,70,1,138350
2023,0,2,75,0,70,0,130760
2023,3,2,75,0,70,1,204500
2022,3,2,75,100,70,0,150000
2023,3,2,75,100,70,1,153600
2023,3,2,75,0,70,1,168400
2022,0,2,75,0,70,1,130000
2023,3,2,75,100,70,1,150000
2022,3,2,75,100,70,1,220000
2022,3,2,26,0,25,1,37824
2020,3,2,29,50,28,1,109024
2023,3,2,75,100,70,1,168000
2023,3,2,75,0,70,1,139500
2022,3,2,75,0,70,1,204500
2021,3,2,75,100,70,0,140000
2022,3,2,75,0,70,1,245000
2020,2,2,75,0,70,1,95000
2022,3,2,75,0,70,1,185900
2023,3,2,75,0,70,1,133300
2023,3,2,75,0,70,1,159832
2022,3,2,75,100,70,1,170000
2023,3,2,75,100,70,1,83270
2023,3,2,75,0,70,1,126000
2022,3,2,11,0,12,2,275000
2022,3,2,75,0,70,1,122500
2023,3,2,75,0,70,1,205000
2021,2,2,20,50,20,0,88654
2022,3,2,75,0,70,1,129300
2021,3,2,75,0,70,0,150000
2022,3,2,75,100,70,1,180000
2022,2,2,39,100,70,0,200000
2023,3,2,75,0,70,0,126100
2023,3,2,75,0,70,1,126000
2023,0,2,75,0,70,1,125000
2022,3,2,75,0,70,1,106800
2023,3,2,75,100,70,1,75000
2022,2,2,75,0,70,1,130000
2023,3,2,11,0,12,1,110000
2022,3,2,75,0,70,1,106800
2023,3,2,75,0,70,1,171250
2022,3,2,75,100,70,1,113900
2023,3,2,75,0,70,1,257000
2022,3,2,75,100,70,1,170000
2020,0,2,39,50,38,1,5707
2023,3,2,75,100,70,1,130000
2023,3,2,75,0,70,1,128000
2022,2,2,11,50,12,0,105236
2022,3,2,26,0,25,1,50432
2023,3,2,75,100,70,1,100000
2022,2,2,75,0,70,1,144100
2022,3,2,29,100,28,1,61566
2023,3,2,75,0,70,1,160000
2023,3,2,75,0,70,1,185900
2023,3,2,75,0,70,1,87980
2022,3,2,75,100,70,1,184000
2022,3,2,75,100,70,1,116000
2022,1,2,75,0,70,1,182160
2022,3,2,75,100,70,1,155000
2022,2,2,75,100,70,1,78000
2023,2,2,57,100,54,0,96578
2022,3,2,75,100,70,1,191475
2023,3,2,75,0,70,1,120000
2023,3,2,75,100,70,1,130000
2023,2,2,75,0,70,1,260000
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,1,106260
2022,3,2,75,0,70,1,175000
2022,3,2,75,100,70,1,115934
2022,2,2,29,0,28,1,92350
2023,3,2,75,100,70,1,175000
2022,3,2,75,100,70,0,131300
2022,3,2,75,0,70,1,175000
2023,0,2,75,0,70,1,120000
2022,0,2,36,0,35,0,15000
2022,3,2,75,100,70,1,100000
2023,2,2,4,100,20,1,60093
2022,3,2,75,0,70,1,99000
2023,2,2,29,100,28,1,78990
2022,3,2,75,100,70,1,135000
2022,3,2,75,100,70,0,131300
2023,3,2,75,0,70,1,300240
2023,3,2,11,100,12,1,158000
2022,3,2,75,0,70,1,120000
2023,3,2,75,100,70,1,205000
2022,0,2,2,100,3,0,12000
2023,3,2,75,100,70,1,94000
2022,2,2,75,0,70,1,98000
2021,0,2,29,50,28,0,82528
2022,3,2,75,0,70,1,141300
2021,2,2,39,100,70,2,5679
2023,1,2,75,100,70,1,210914
2023,3,2,75,0,70,1,106020
2022,3,2,75,0,70,1,63000
2022,3,2,75,100,70,1,135000
2023,3,2,75,100,70,1,107500
2023,3,2,75,0,70,0,123700
2023,3,2,75,0,70,1,150000
2023,3,2,75,100,70,1,232200
2023,3,2,74,0,69,1,108000
2023,2,2,75,0,70,1,190000
2023,1,2,75,0,70,1,200000
2022,2,2,29,100,28,1,36940
2022,3,2,75,100,70,1,145000
2022,3,2,75,0,70,1,106500
2022,3,2,75,100,70,1,152500
2021,0,2,39,100,38,0,30428
2022,0,2,75,0,70,1,55000
2023,2,2,29,0,28,1,51039
2022,3,2,75,0,70,1,63000
2023,3,2,75,0,70,1,299500
2022,3,2,75,0,70,1,110600
2023,2,2,75,100,70,1,100000
2023,2,2,75,0,70,1,105500
2022,3,2,75,0,70,1,200000
2022,2,2,75,0,70,1,135000
2023,3,2,75,0,70,1,152380
2021,2,0,75,100,70,0,270000
2022,3,2,29,0,28,1,92350
2023,2,2,26,100,25,1,48289
2022,3,2,75,100,70,1,136994
2022,2,2,75,100,70,2,120000
2022,3,2,75,0,70,1,130000
2023,3,2,75,0,70,1,148750
2021,2,2,10,0,10,2,12901
2023,2,2,75,0,70,1,120000
2022,3,2,75,100,70,1,155000
2022,1,2,75,100,70,1,324000
2023,3,2,75,100,70,1,222000
2023,3,2,75,0,70,1,204500
2022,3,2,75,0,70,1,122600
2023,3,2,75,0,70,1,105000
2021,3,2,29,50,28,0,96282
2023,3,2,75,0,70,1,150000
2022,3,2,75,0,70,0,140400
2021,0,2,75,50,70,2,81000
2023,0,2,75,50,70,0,220000
2023,3,2,75,0,70,1,175000
2022,0,2,2,100,3,0,50000
2023,3,2,75,100,70,1,115934
2023,3,2,75,0,70,1,78000
2022,2,2,29,0,28,1,91118
2023,3,2,75,100,70,1,160000
2023,0,2,75,100,70,1,60000
2023,3,2,75,0,70,1,185900
2022,3,2,75,100,70,1,246000
2022,0,2,29,50,28,0,33246
2023,3,2,75,0,70,1,125000
2022,2,2,75,0,70,1,150000
2023,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,172200
2023,3,2,75,0,70,1,129000
2023,3,2,75,0,70,1,220000
2022,3,2,11,100,12,1,137400
2022,3,2,75,100,70,1,144000
2023,3,2,75,0,70,1,122000
2022,2,2,75,0,70,1,160000
2023,3,2,75,100,70,1,156400
2023,3,2,75,0,70,1,180000
2021,3,2,39,50,38,0,40570
2023,3,2,75,0,70,1,200000
2023,3,2,75,0,70,1,160000
2023,3,2,75,0,70,1,216100
2023,3,2,75,0,70,1,113000
2022,2,2,20,50,20,2,65666
2022,1,2,75,0,70,1,205000
2023,0,2,75,100,70,1,56100
2023,3,2,74,0,69,1,60000
2023,0,2,29,100,28,1,120000
2022,3,2,75,100,70,1,110000
2022,3,2,75,100,70,1,231250
2023,0,2,29,100,28,1,60000
2022,3,2,75,100,70,1,172000
2022,3,2,75,0,70,1,88100
2022,3,2,75,100,70,1,160000
2022,3,2,75,100,70,1,201000
2023,2,2,75,0,70,1,165000
2022,2,2,31,100,30,1,47280
2022,2,2,75,0,70,1,100000
2023,1,2,75,0,70,1,110000
2023,3,2,75,0,70,1,170730
2022,3,2,75,0,70,1,175000
2023,3,2,29,100,28,0,151902
2023,2,2,75,0,70,1,100000
2022,2,2,29,50,28,1,80036
2022,3,2,75,0,70,1,156400
2023,3,2,75,100,70,1,236000
2022,3,2,75,100,70,1,135000
2022,3,2,75,100,70,1,141525
2021,3,2,20,50,20,0,94564
2023,3,2,75,0,70,1,153600
2023,3,2,75,0,70,1,214000
2023,3,2,20,0,20,1,275000
2022,0,2,75,0,70,1,93000
2023,3,2,75,100,70,1,184000
2022,3,2,75,0,70,1,130000
2023,2,2,29,0,28,1,97218
2022,3,2,75,0,70,1,191475
2023,0,2,39,50,38,1,30000
2023,3,2,75,100,70,1,133800
2022,3,2,54,100,51,1,185000
2022,2,2,75,100,70,0,153000
2022,3,2,75,0,70,1,105000
2023,3,2,75,100,70,1,237000
2023,3,2,75,0,70,1,199000
2022,2,2,75,100,70,1,130000
2023,2,2,75,50,70,0,105000
2020,0,2,28,0,27,2,51321
2023,2,2,75,0,70,1,116000
2022,3,2,29,100,28,1,43096
2023,3,2,75,0,70,1,179000
2022,3,2,20,0,20,1,84053
2022,3,2,75,0,70,1,164996
2022,2,2,75,0,70,1,165000
2020,3,2,75,100,70,0,412000
2022,0,2,63,100,25,1,31520
2023,3,2,75,0,70,1,82365
2022,3,2,75,0,70,1,105000
2023,3,2,11,100,12,1,160000
2022,3,2,75,100,70,0,92000
2022,2,2,31,100,30,1,31520
2022,1,2,75,100,70,1,130000
2023,3,2,75,0,70,1,210000
2023,3,2,75,0,70,1,133832
2023,3,2,75,100,70,1,141600
2022,3,2,75,0,70,1,141300
2022,0,0,72,100,19,1,30469
2022,2,2,75,100,70,1,150000
2023,3,2,75,100,70,1,186300
2023,2,2,75,0,70,1,145000
2022,2,2,75,100,70,1,102640
2023,3,2,75,100,70,1,117100
2023,3,2,75,0,70,0,205600
2023,3,2,75,0,70,1,226700
2023,3,2,29,0,28,1,54365
2022,3,2,75,0,70,1,119000
2023,3,2,75,100,70,1,219535
2023,2,2,29,100,28,1,63192
2022,3,2,29,100,28,1,80041
2023,3,2,75,0,70,1,210000
2020,3,2,75,100,70,1,190200
2022,2,2,75,100,70,1,160000
2023,3,2,75,100,70,1,145000
2023,3,2,75,100,70,1,231250
2022,2,2,68,50,64,1,65257
2022,3,2,75,100,70,1,231250
2023,3,2,75,100,70,1,140000
2023,3,2,75,0,70,1,176000
2021,3,2,11,100,12,1,71786
2023,3,2,75,0,70,1,201000
2022,2,2,29,100,28,1,86193
2022,2,2,75,0,70,1,126500
2023,2,2,75,0,70,1,120000
2022,3,2,75,100,70,1,120600
2022,1,2,75,0,70,1,200000
2023,3,2,75,0,70,1,100000
2023,3,2,75,0,70,1,230000
2022,3,2,75,0,70,1,240000
2022,0,2,75,0,70,2,108000
2023,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,200000
2022,3,2,75,100,70,1,180000
2022,2,2,75,0,70,1,109000
2023,3,2,75,0,70,1,110000
2023,0,2,20,100,20,0,214618
2022,3,2,75,100,70,1,175000
2023,3,2,75,0,70,1,150000
2022,3,2,75,100,70,1,120000
2022,3,2,75,100,70,1,175000
2022,3,2,62,100,59,1,135000
2023,3,2,75,0,70,1,156400
2023,3,2,57,100,12,0,53654
2022,3,2,75,100,70,1,135000
2022,3,2,75,0,70,1,225000
2023,0,2,75,100,70,1,75000
2023,3,2,75,0,70,0,202800
2023,3,2,75,0,70,1,225000
2022,3,2,75,100,70,1,205000
2023,3,2,75,0,70,1,149076
2023,3,2,75,0,70,1,182000
2023,3,2,75,100,70,1,121500
2022,3,2,5,100,6,0,133766
2023,3,2,75,100,70,1,130000
2023,3,2,75,100,70,1,216000
2023,2,2,39,100,38,0,16414
2022,3,2,75,100,70,1,149000
2022,3,2,75,0,70,1,169000
2023,3,2,75,100,70,1,102500
2023,3,2,75,100,70,1,231250
2023,2,2,29,100,28,1,57723
2022,3,2,75,100,70,1,184000
2022,2,2,75,100,70,0,157000
2022,3,2,75,0,70,1,129300
2023,2,2,29,100,28,1,63192
2023,3,2,75,100,70,1,160000
2023,2,2,75,0,70,1,103200
2022,3,2,75,100,70,1,90000
2022,3,2,75,100,70,1,63000
2022,0,2,75,0,70,1,74540
2023,3,2,75,0,70,1,226700
2023,0,2,75,0,70,1,100000
2022,3,2,75,100,70,1,135000
2023,3,2,75,100,70,1,160000
2022,3,2,75,100,70,1,85000
2022,3,2,75,0,70,1,150000
2023,3,2,75,0,70,1,201036
2022,3,2,75,0,70,1,220000
2023,3,2,75,100,70,1,135000
2021,2,2,14,100,15,0,40038
2023,3,2,75,0,70,1,230000
2022,2,2,75,100,70,1,134000
2022,3,2,75,0,70,1,300000
2023,1,2,75,0,70,1,145000
2022,3,2,75,0,70,1,129300
2023,3,2,75,100,70,1,113900
2022,3,2,75,100,70,1,100000
2022,3,2,75,100,70,1,135000
2022,3,2,0,100,0,2,120000
2023,3,2,29,100,28,1,230000
2022,0,2,75,0,70,0,83000
2023,2,2,29,0,28,1,42533
2023,3,2,75,0,70,1,150000
2023,1,2,75,100,70,1,239000
2022,3,2,75,100,70,1,150000
2022,3,2,75,0,70,1,130000
2023,3,2,75,0,70,1,201000
2023,3,2,75,0,70,1,100000
2023,0,2,39,0,38,0,9727
2022,3,2,75,100,70,1,170000
2023,3,2,75,0,70,1,100500
2021,2,2,26,100,25,0,37825
2023,2,2,75,0,70,1,165000
2023,2,2,75,0,70,1,100000
2023,3,2,75,0,70,1,140000
2023,3,2,75,100,70,1,96100
2021,3,2,29,50,28,0,61896
2022,3,2,75,0,70,1,139600
2023,3,2,75,0,70,1,105200
2023,1,2,75,0,70,1,110000
2023,3,2,75,0,70,1,106500
2022,3,2,75,100,70,1,236000
2022,0,2,75,100,70,1,100000
2022,3,2,75,100,70,1,96000
2022,3,2,75,100,70,1,170000
2022,3,2,75,0,70,1,100000
2023,3,2,75,0,70,1,245000
2023,3,2,75,100,70,1,146115
2023,0,2,75,0,70,1,73900
2023,3,2,75,100,70,1,142000
2022,3,2,75,100,70,1,207000
2023,3,2,75,0,70,1,100000
2022,3,2,75,100,70,1,141525
2022,0,2,42,100,20,2,34672
2023,3,2,75,0,70,1,146000
2023,3,2,75,0,70,1,94000
2023,3,2,75,0,70,1,156400
2022,3,2,75,100,70,1,175000
2023,3,2,75,100,70,1,115000
2022,2,2,13,100,14,0,104697
2022,3,2,75,100,70,1,135000
2023,2,2,75,0,70,1,205920
2022,2,2,75,0,70,1,150000
2023,3,2,75,0,70,1,129300
2022,3,2,75,100,70,1,148800
2022,2,2,20,0,20,2,126080
2022,3,2,75,100,70,1,128875
2023,2,2,75,0,70,1,125000
2023,0,2,75,0,70,0,213660
2023,3,2,75,0,70,1,109400
2023,3,2,75,0,70,1,229000
2023,3,2,75,0,70,1,160000
2022,2,2,26,100,25,1,47280
2023,3,2,75,0,70,1,150000
2021,2,2,39,0,38,1,33808
2023,3,2,75,0,70,1,252000
2022,3,2,75,100,70,1,125000
2023,2,2,26,100,25,1,66531
2023,3,2,75,0,70,1,180180
2022,3,2,75,100,70,0,165000
2023,3,2,75,100,70,1,200000
2022,3,2,75,100,70,0,100800
2023,0,2,75,100,70,1,61800
2023,3,2,75,0,70,0,136000
2023,3,2,75,0,70,1,106000
2022,3,2,75,100,70,1,113000
2022,3,2,75,100,70,1,150000
2022,3,2,75,100,70,0,158200
2022,3,2,75,100,70,1,60000
2022,3,2,75,0,70,1,181940
2022,2,2,75,0,70,1,110000
2023,3,2,75,100,70,1,115000
2022,3,2,26,0,25,1,50432
2022,3,2,75,100,70,1,38000
2022,2,2,28,100,27,1,63040
2023,3,2,75,0,70,1,106800
2023,2,2,75,0,70,1,102000
2022,3,2,75,50,70,0,144000
2023,3,2,75,0,70,1,128000
2023,3,2,75,0,70,1,252000
2023,3,2,75,0,70,1,172800
2022,2,2,29,0,28,1,36940
2023,3,2,11,0,12,1,141000
2022,1,2,75,0,70,1,145000
2023,3,2,75,0,70,1,159832
2023,3,2,75,100,70,1,115000
2022,3,2,75,100,70,1,109280
2023,2,2,29,0,28,1,54685
2023,3,2,75,0,70,1,170000
2022,0,2,75,100,70,0,64000
2023,3,2,75,0,70,1,179170
2022,2,2,47,0,44,1,79178
2023,0,2,75,0,70,1,70000
2023,3,2,75,100,70,1,283200
2022,3,2,75,100,70,1,136260
2022,2,2,75,0,70,1,225000
2020,2,2,75,100,70,0,105000
2023,2,2,75,0,70,1,120000
2022,3,2,75,0,70,1,170000
2022,2,2,11,0,12,1,85000
2022,2,2,75,0,70,1,150000
2023,2,2,75,0,70,1,100000
2023,3,2,75,0,70,1,150000
2022,3,2,75,100,70,1,85000
2022,3,2,26,0,25,1,47280
2022,3,2,75,0,70,1,95000
2022,3,2,75,100,70,1,140250
2022,3,2,75,100,70,1,175000
2022,3,2,75,100,70,1,145000
2022,0,2,63,100,60,0,21013
2022,3,2,75,100,70,1,38000
2021,0,3,21,50,21,2,28609
2022,2,2,75,0,70,1,100000
2022,2,2,29,0,28,1,98506
2020,2,2,75,100,70,0,110000
2023,3,2,75,0,70,1,175000
2022,3,2,75,0,70,1,345600
2023,3,2,26,0,25,1,48289
2023,3,2,75,100,70,2,80000
2022,3,2,75,0,70,1,169000
2023,0,2,13,50,14,0,121093
2022,3,2,75,0,70,1,70000
2021,3,2,10,100,10,1,24000
2022,3,2,75,100,70,1,145000
2023,2,2,75,100,70,1,150000
2022,3,2,75,100,70,0,159200
2022,3,2,42,0,41,0,68293
2023,3,2,75,100,70,1,90000
2022,2,2,75,100,70,1,120000
2023,3,2,75,0,70,1,275000
2023,3,2,11,0,12,1,224000
2023,3,2,75,0,70,1,126000
2021,2,2,75,100,70,0,90000
2023,3,2,75,100,70,1,240000
2022,3,2,75,0,70,1,185900
2023,3,2,75,100,70,1,117000
2022,3,2,75,100,70,1,120000
2022,2,2,75,0,70,1,124000
2022,2,2,75,0,70,1,62000
2023,0,2,75,0,70,1,160000
2022,3,2,75,100,70,1,250000
2022,3,2,75,0,70,1,54000
2023,2,2,75,0,70,1,52500
2022,3,2,75,0,70,1,140000
2022,3,2,75,100,70,1,100000
2023,3,2,75,0,70,1,162500
2023,3,2,75,0,70,0,136000
2023,2,2,75,0,70,1,150000
2023,3,2,75,0,70,1,81500
2023,3,2,75,100,70,1,184000
2023,3,2,75,100,70,1,231250
2023,3,2,11,100,12,1,269000
2023,3,2,26,0,25,1,38631
2023,2,2,29,0,28,1,85066
2021,0,2,20,0,20,0,76833
2021,2,2,20,50,20,0,90734
2021,3,2,75,0,70,0,240000
2023,3,2,75,0,70,1,132300
2022,3,2,75,0,70,1,171000
2022,3,2,75,100,70,1,191475
2022,2,2,75,0,70,1,80000
2020,3,2,20,100,20,1,148261
2022,2,3,20,50,20,0,52533
2022,0,2,75,0,70,1,48000
2022,3,2,75,0,70,1,150000
2022,0,2,75,0,70,1,189750
2023,3,2,75,0,70,1,160000
2022,3,2,75,0,70,1,250000
2023,3,2,37,100,36,1,101943
2022,3,2,75,100,70,1,191475
2022,1,2,75,100,70,1,310000
2022,2,2,75,100,70,0,148500
2023,2,2,75,0,70,1,180000
2023,3,2,75,0,70,1,180180
2023,3,2,28,100,27,1,75116
2023,3,2,75,0,70,1,200000
2022,2,2,75,100,70,0,113000
2023,3,2,75,0,70,1,136000
2023,3,2,75,0,70,1,185900
2023,3,2,75,0,70,1,289076
2022,2,2,19,100,19,1,5132
2023,3,2,75,0,70,1,245100
2022,0,2,35,100,34,1,17684
2022,2,2,75,100,70,1,100000
2022,3,2,75,100,70,1,130000
2023,0,2,75,0,70,0,213660
2022,3,2,75,0,70,1,156400
2023,3,2,75,100,70,1,165750
2023,3,2,75,0,70,1,149076
2023,1,2,75,0,70,1,235000
2023,3,2,75,100,70,1,275300
2022,3,2,75,0,70,1,245000
2022,3,2,75,0,70,1,110000
2023,3,2,75,100,70,1,104000
2022,3,2,75,0,70,1,95550
2021,2,2,75,100,70,0,151000
2023,3,2,75,100,70,1,182000
2021,3,2,20,50,20,0,63831
2023,3,2,75,0,70,1,129000
2022,3,2,75,100,70,1,185000
2022,3,2,75,100,70,1,130000
2022,3,2,75,100,70,1,315000
2022,3,2,75,100,70,1,140000
2023,3,2,75,0,70,1,75000
2023,3,2,75,0,70,1,105000
2022,3,2,75,100,70,1,124270
2022,3,2,75,100,70,1,148800
2022,0,2,39,50,38,0,300000
2022,3,2,75,0,70,1,105000
2023,2,2,75,100,70,1,110000
2022,3,2,75,0,70,1,134000
2023,2,2,64,50,61,0,53654
2023,3,2,63,100,60,0,75116
2023,2,2,29,0,28,1,109006
2022,1,2,75,0,70,1,160000
2023,3,2,75,0,70,1,200160
2023,2,2,75,0,70,1,145000
2022,3,2,75,0,70,1,153600
2022,3,2,75,100,70,1,191475
2022,2,2,75,0,70,1,120000
2023,0,2,67,50,63,1,80000
2023,3,2,75,100,70,1,87000
2022,3,2,75,100,70,1,110000
2022,3,2,75,100,70,1,93700
2023,3,2,75,0,70,1,155000
2022,2,2,28,50,27,1,105066
2022,3,2,75,100,70,1,141525
2023,3,2,75,0,70,1,142200
2022,2,2,10,100,10,1,48000
2022,2,2,29,100,28,1,98506
2023,3,2,75,0,70,1,140000
2022,3,2,75,100,70,1,140000
2023,2,2,75,0,70,1,130000
2022,2,2,26,100,25,1,73546
2022,3,2,75,100,70,1,191475
2020,3,1,66,100,70,2,60000
2023,0,2,75,0,70,1,100000
2023,2,2,29,100,28,1,43809
2022,3,2,75,100,70,1,161342
2022,3,2,75,100,70,1,130050
2023,3,2,75,100,70,1,180000
2023,3,2,75,100,70,1,198200
2022,3,2,75,100,70,1,140000
2021,3,2,29,100,28,2,103160
2023,3,2,75,0,70,0,136000
2023,3,2,39,100,38,2,15806
2022,0,2,75,0,70,1,135000
2023,3,2,75,100,70,1,250000
2023,3,2,75,100,70,1,100000
2023,3,2,75,100,70,1,209450
2023,3,2,75,0,70,1,185900
2022,3,2,75,100,70,1,260000
2022,3,2,75,0,70,1,120000
2023,2,2,29,0,28,1,109371
2023,2,2,75,0,70,1,70000
2023,1,2,75,100,70,1,310000
2023,2,2,75,0,70,1,130000
2023,3,2,11,100,12,1,115000
2022,3,2,75,100,70,1,132320
2022,3,2,75,100,70,1,145000
2022,3,2,75,100,70,1,89200
2022,3,2,75,0,70,1,203500
2022,2,2,75,0,70,1,100000
2023,3,2,75,0,70,1,160000
2022,2,2,20,100,20,2,60938
2023,3,2,26,0,25,1,253750
2022,3,2,75,100,70,1,210000
2023,3,2,75,0,70,0,222200
2023,0,2,31,50,30,0,12877
2022,2,2,29,0,28,1,55410
2023,3,2,75,0,70,1,111000
2022,3,2,75,0,70,1,185900
2022,3,2,75,0,70,1,135000
2023,0,2,75,100,70,1,64200
2023,3,2,75,0,70,1,175000
2022,3,2,75,100,70,1,147800
2023,3,2,75,100,70,1,95000
2022,3,2,75,100,70,1,136000
2022,3,2,75,100,70,1,160000
2022,3,2,75,100,70,1,176000
2022,3,2,75,0,70,1,197000
2023,3,2,75,100,70,1,215050
2023,3,2,75,100,70,1,170000
2022,2,2,10,100,10,1,78000
2022,3,2,75,100,70,1,210000
2021,2,2,61,100,58,0,46597
2022,3,2,75,0,70,1,135000
2023,3,2,75,100,70,1,162500
2022,3,2,75,100,70,1,205000
2022,3,2,75,0,70,1,142200
2021,2,2,75,100,70,0,200000
2022,3,2,75,0,70,1,152500
2022,3,2,75,100,70,1,185000
2023,3,2,75,0,70,1,220000
2022,3,2,75,100,70,1,128875
2022,3,2,26,0,25,1,37824
2022,3,2,75,0,70,1,123400
2023,3,2,75,0,70,1,228000
2022,3,2,75,100,70,1,85000
2020,2,2,75,100,70,0,103000
2020,0,2,75,100,70,2,138000
2023,2,2,29,0,28,1,67141
2022,3,2,75,0,70,1,249260
2023,2,2,29,0,28,1,72914
2023,2,2,75,0,70,1,116000
2022,2,2,75,100,70,1,100000
2023,3,2,75,0,70,1,204500
2023,3,2,75,100,70,1,75000
2023,2,2,75,0,70,1,105380
2022,1,2,76,0,62,0,106000
2023,0,2,75,0,70,1,220000
2022,3,2,75,0,70,1,155000
2023,3,2,75,0,70,1,134000
2023,3,2,75,0,70,1,210000
2023,0,2,56,100,53,0,100000
2023,3,2,75,100,70,1,275300
2022,3,2,75,100,70,1,150260
2023,3,2,75,100,70,1,150000
2023,3,2,75,0,70,1,142200
2022,2,2,75,0,70,1,135000
2022,3,2,75,100,70,1,126000
2022,3,2,75,0,70,1,240000
2022,3,2,11,100,12,1,187200
2023,3,2,75,0,70,1,106000
2023,2,2,75,100,70,1,110000
2023,3,2,75,0,70,1,150000
2022,1,2,75,100,70,1,239000
2023,2,2,29,0,28,1,78990
2022,2,2,75,100,70,1,100000
2023,3,2,75,0,70,1,252000
2023,3,2,11,100,12,1,110000
2023,3,2,75,0,70,1,145000
2023,2,0,75,100,70,2,25500
2022,3,2,75,0,70,0,100000
2023,2,2,75,0,70,1,250000
2022,3,2,75,0,70,1,100000
2022,2,2,39,100,38,1,15897
2023,3,2,75,0,70,1,174500
2022,3,2,75,100,70,1,184000
2023,3,2,75,0,70,1,106800
2023,3,2,75,0,70,1,156400
2022,3,2,75,100,70,1,144000
2023,3,2,75,100,70,1,199098
2021,2,2,75,100,70,0,110000
2022,2,2,75,100,70,1,75000
2022,3,2,75,0,70,1,160000
2023,2,2,75,100,70,1,200000
2022,3,2,75,100,70,1,110500
2023,3,2,75,100,70,1,182750
2022,3,2,75,100,70,1,100000
2022,0,2,75,0,70,1,160000
2023,2,2,75,0,70,1,135000
2023,3,2,75,0,70,1,130000
2023,3,2,29,0,28,1,136956
2022,3,2,39,0,38,0,56723
2023,3,2,75,0,70,1,230000
2022,2,2,10,100,10,1,42000
2023,2,2,29,100,28,1,66837
2023,0,2,2,100,70,2,30000
2023,3,2,75,0,70,1,140000
2022,3,2,75,100,70,1,200000
2022,3,2,75,0,70,1,184700
2022,3,2,75,0,70,1,197000
2022,3,2,75,100,70,1,160000
2020,2,2,63,100,70,1,56000
2023,3,2,75,0,70,1,150000
2023,2,2,75,0,70,1,90000
2020,3,2,31,100,70,0,68428
2023,2,2,75,0,70,1,85000
2023,3,2,75,0,70,1,125000
2023,3,2,75,0,70,1,199000
2020,0,2,75,50,70,0,250000
2023,3,2,75,100,70,1,318300
2022,0,2,11,50,12,0,200000
2022,3,2,75,0,70,1,156400
2023,0,3,61,100,38,0,17779
2022,3,2,75,0,70,1,128000
2022,3,2,75,100,70,1,141525
2023,3,2,11,100,12,1,135000
2022,2,2,75,0,70,1,120000
2023,3,2,26,0,25,1,38631
2022,3,2,75,0,70,1,136100
2023,3,2,75,0,70,1,142200
2023,3,2,75,100,70,1,113000
2023,3,2,75,0,70,1,105200
2021,3,2,75,100,27,0,152000
2023,3,2,75,0,70,1,145000
2020,2,2,75,0,70,1,450000
2023,3,2,75,0,70,1,223250
2021,2,2,39,50,38,0,16904
2022,3,2,75,100,70,1,135000
2022,3,2,75,0,70,1,129300
2023,2,2,75,0,70,1,70000
2022,3,2,75,100,70,1,142000
2022,3,2,75,100,70,1,105400
2021,2,2,32,50,28,2,66022
2023,3,2,75,100,70,1,170000
2022,3,2,11,0,12,1,140000
2023,0,2,75,0,70,1,85000
2023,3,2,75,0,70,1,179820
2023,2,2,39,50,38,0,18238
2023,3,2,75,0,70,1,198800
2023,3,2,75,0,70,1,299500
2023,3,2,75,100,70,1,139000
2021,2,2,75,0,70,1,93150
2023,3,2,75,0,70,1,147100
2022,3,2,11,100,12,1,90700
2021,2,2,75,100,70,1,100000
2022,3,2,75,0,70,1,129300
2023,3,2,75,100,70,1,140000
2023,2,2,29,0,28,1,54685
2023,3,2,75,100,70,1,156400
2022,3,2,75,100,70,1,138750
2023,2,2,75,100,70,1,190000
2021,2,2,31,100,30,1,40189
2023,3,2,75,100,70,1,75000
2022,3,2,75,100,70,1,128875
2023,3,2,75,0,70,1,115000
2023,3,2,75,0,70,1,168400
2023,3,2,75,0,70,1,179820
2023,3,2,75,0,70,1,153600
2022,3,2,75,0,70,1,150000
2022,3,2,75,0,70,1,120000
2023,2,2,75,100,70,1,75000
2023,3,2,75,100,70,1,161500
2023,3,2,75,0,70,1,125000
2023,2,2,75,100,70,1,70000
2023,2,2,75,0,70,1,120000
2023,0,2,75,100,70,1,130001
2023,1,2,75,0,70,1,145000
2022,3,2,75,100,70,1,211500
2023,2,2,75,0,70,1,130000
2022,3,2,75,100,70,1,154000
2023,2,2,75,0,70,1,95000
